Date,Currency,Exchange
2018-04-01,GBP,0.71
2018-04-02,USD,1
2018-04-02,CAD,1.29
2018-04-02,AUD,1.3
2018-04-02,EUR,0.81
2018-04-02,GBP,0.71
2018-04-03,USD,1
2018-04-03,CAD,1.29
2018-04-03,AUD,1.3
2018-04-03,EUR,0.81
2018-04-03,GBP,0.71
2018-04-04,USD,1
2018-04-04,CAD,1.28
2018-04-04,AUD,1.3
2018-04-04,EUR,0.81
2018-04-04,GBP,0.71
2018-04-05,USD,1
2018-04-05,CAD,1.28
2018-04-05,AUD,1.3
2018-04-05,EUR,0.82
2018-04-05,GBP,0.71
2018-04-06,USD,1
2018-04-06,CAD,1.28
2018-04-06,AUD,1.3
2018-04-06,EUR,0.82
2018-04-06,GBP,0.71
2018-04-07,USD,1
2018-04-07,CAD,1.28
2018-04-07,AUD,1.3
2018-04-07,EUR,0.82
2018-04-07,GBP,0.71
2018-04-08,USD,1
2018-04-08,CAD,1.28
2018-04-08,AUD,1.3
2018-04-08,EUR,0.82
2018-04-08,GBP,0.71
2018-04-09,USD,1
2018-04-09,CAD,1.28
2018-04-09,AUD,1.3
2018-04-09,EUR,0.81
2018-04-09,GBP,0.71
2018-04-10,USD,1
2018-04-10,CAD,1.27
2018-04-10,AUD,1.29
2018-04-10,EUR,0.81
2018-04-10,GBP,0.71
2018-04-11,USD,1
2018-04-11,CAD,1.26
2018-04-11,AUD,1.29
2018-04-11,EUR,0.81
2018-04-11,GBP,0.71
2018-04-12,USD,1
2018-04-12,CAD,1.26
2018-04-12,AUD,1.29
2018-04-12,EUR,0.81
2018-04-12,GBP,0.7
2018-04-13,USD,1
2018-04-13,CAD,1.26
2018-04-13,AUD,1.28
2018-04-13,EUR,0.81
2018-04-13,GBP,0.7
2018-04-14,USD,1
2018-04-14,CAD,1.26
2018-04-14,AUD,1.28
2018-04-14,EUR,0.81
2018-04-14,GBP,0.7
2018-04-15,USD,1
2018-04-15,CAD,1.26
2018-04-15,AUD,1.28
2018-04-15,EUR,0.81
2018-04-15,GBP,0.7
2018-04-16,USD,1
2018-04-16,CAD,1.26
2018-04-16,AUD,1.29
2018-04-16,EUR,0.81
2018-04-16,GBP,0.7
2018-04-17,USD,1
2018-04-17,CAD,1.26
2018-04-17,AUD,1.29
2018-04-17,EUR,0.81
2018-04-17,GBP,0.7
2018-04-18,USD,1
2018-04-18,CAD,1.26
2018-04-18,AUD,1.29
2018-04-18,EUR,0.81
2018-04-18,GBP,0.7
2018-04-19,USD,1
2018-04-19,CAD,1.26
2018-04-19,AUD,1.28
2018-04-19,EUR,0.81
2018-04-19,GBP,0.7
2018-04-20,USD,1
2018-04-20,CAD,1.26
2018-04-20,AUD,1.3
2018-04-20,EUR,0.81
2018-04-20,GBP,0.71
2018-04-21,USD,1
2018-04-21,CAD,1.26
2018-04-21,AUD,1.3
2018-04-21,EUR,0.81
2018-04-21,GBP,0.71
2018-04-22,USD,1
2018-04-22,CAD,1.26
2018-04-22,AUD,1.3
2018-04-22,EUR,0.81
2018-04-22,GBP,0.71
2018-04-23,USD,1
2018-04-23,CAD,1.28
2018-04-23,AUD,1.31
2018-04-23,EUR,0.82
2018-04-23,GBP,0.72
2018-04-24,USD,1
2018-04-24,CAD,1.28
2018-04-24,AUD,1.31
2018-04-24,EUR,0.82
2018-04-24,GBP,0.72
2018-04-25,USD,1
2018-04-25,CAD,1.29
2018-04-25,AUD,1.32
2018-04-25,EUR,0.82
2018-04-25,GBP,0.72
2018-04-26,USD,1
2018-04-26,CAD,1.28
2018-04-26,AUD,1.32
2018-04-26,EUR,0.82
2018-04-26,GBP,0.72
2018-04-27,USD,1
2018-04-27,CAD,1.29
2018-04-27,AUD,1.32
2018-04-27,EUR,0.83
2018-04-27,GBP,0.73
2018-04-28,USD,1
2018-04-28,CAD,1.29
2018-04-28,AUD,1.32
2018-04-28,EUR,0.83
2018-04-28,GBP,0.73
2018-04-29,USD,1
2018-04-29,CAD,1.29
2018-04-29,AUD,1.32
2018-04-29,EUR,0.83
2018-04-29,GBP,0.73
2018-04-30,USD,1
2018-04-30,CAD,1.29
2018-04-30,AUD,1.33
2018-04-30,EUR,0.83
2018-04-30,GBP,0.73
2018-05-01,USD,1
2018-05-01,CAD,1.29
2018-05-01,AUD,1.33
2018-05-01,EUR,0.83
2018-05-01,GBP,0.73
2018-05-02,USD,1
2018-05-02,CAD,1.28
2018-05-02,AUD,1.33
2018-05-02,EUR,0.83
2018-05-02,GBP,0.73
2018-05-03,USD,1
2018-05-03,CAD,1.28
2018-05-03,AUD,1.33
2018-05-03,EUR,0.83
2018-05-03,GBP,0.74
2018-05-04,USD,1
2018-05-04,CAD,1.29
2018-05-04,AUD,1.33
2018-05-04,EUR,0.84
2018-05-04,GBP,0.74
2018-05-05,USD,1
2018-05-05,CAD,1.29
2018-05-05,AUD,1.33
2018-05-05,EUR,0.84
2018-05-05,GBP,0.74
2018-05-06,USD,1
2018-05-06,CAD,1.29
2018-05-06,AUD,1.33
2018-05-06,EUR,0.84
2018-05-06,GBP,0.74
2018-05-07,USD,1
2018-05-07,CAD,1.29
2018-05-07,AUD,1.33
2018-05-07,EUR,0.84
2018-05-07,GBP,0.74
2018-05-08,USD,1
2018-05-08,CAD,1.3
2018-05-08,AUD,1.34
2018-05-08,EUR,0.84
2018-05-08,GBP,0.74
2018-05-09,USD,1
2018-05-09,CAD,1.29
2018-05-09,AUD,1.34
2018-05-09,EUR,0.84
2018-05-09,GBP,0.74
2018-05-10,USD,1
2018-05-10,CAD,1.28
2018-05-10,AUD,1.34
2018-05-10,EUR,0.84
2018-05-10,GBP,0.74
2018-05-11,USD,1
2018-05-11,CAD,1.27
2018-05-11,AUD,1.32
2018-05-11,EUR,0.84
2018-05-11,GBP,0.74
2018-05-12,USD,1
2018-05-12,CAD,1.27
2018-05-12,AUD,1.32
2018-05-12,EUR,0.84
2018-05-12,GBP,0.74
2018-05-13,USD,1
2018-05-13,CAD,1.27
2018-05-13,AUD,1.32
2018-05-13,EUR,0.84
2018-05-13,GBP,0.74
2018-05-14,USD,1
2018-05-14,CAD,1.28
2018-05-14,AUD,1.32
2018-05-14,EUR,0.83
2018-05-14,GBP,0.74
2018-05-15,USD,1
2018-05-15,CAD,1.28
2018-05-15,AUD,1.33
2018-05-15,EUR,0.84
2018-05-15,GBP,0.74
2018-05-16,USD,1
2018-05-16,CAD,1.29
2018-05-16,AUD,1.34
2018-05-16,EUR,0.85
2018-05-16,GBP,0.74
2018-05-17,USD,1
2018-05-17,CAD,1.28
2018-05-17,AUD,1.33
2018-05-17,EUR,0.85
2018-05-17,GBP,0.74
2018-05-18,USD,1
2018-05-18,CAD,1.28
2018-05-18,AUD,1.33
2018-05-18,EUR,0.85
2018-05-18,GBP,0.74
2018-05-19,USD,1
2018-05-19,CAD,1.28
2018-05-19,AUD,1.33
2018-05-19,EUR,0.85
2018-05-19,GBP,0.74
2018-05-20,USD,1
2018-05-20,CAD,1.28
2018-05-20,AUD,1.33
2018-05-20,EUR,0.85
2018-05-20,GBP,0.74
2018-05-21,USD,1
2018-05-21,CAD,1.29
2018-05-21,AUD,1.33
2018-05-21,EUR,0.85
2018-05-21,GBP,0.75
2018-05-22,USD,1
2018-05-22,CAD,1.28
2018-05-22,AUD,1.32
2018-05-22,EUR,0.85
2018-05-22,GBP,0.74
2018-05-23,USD,1
2018-05-23,CAD,1.29
2018-05-23,AUD,1.33
2018-05-23,EUR,0.85
2018-05-23,GBP,0.75
2018-05-24,USD,1
2018-05-24,CAD,1.29
2018-05-24,AUD,1.32
2018-05-24,EUR,0.85
2018-05-24,GBP,0.75
2018-05-25,USD,1
2018-05-25,CAD,1.3
2018-05-25,AUD,1.32
2018-05-25,EUR,0.86
2018-05-25,GBP,0.75
2018-05-26,USD,1
2018-05-26,CAD,1.3
2018-05-26,AUD,1.32
2018-05-26,EUR,0.86
2018-05-26,GBP,0.75
2018-05-27,USD,1
2018-05-27,CAD,1.3
2018-05-27,AUD,1.32
2018-05-27,EUR,0.86
2018-05-27,GBP,0.75
2018-05-28,USD,1
2018-05-28,CAD,1.3
2018-05-28,AUD,1.32
2018-05-28,EUR,0.86
2018-05-28,GBP,0.75
2018-05-29,USD,1
2018-05-29,CAD,1.3
2018-05-29,AUD,1.33
2018-05-29,EUR,0.87
2018-05-29,GBP,0.75
2018-05-30,USD,1
2018-05-30,CAD,1.3
2018-05-30,AUD,1.32
2018-05-30,EUR,0.86
2018-05-30,GBP,0.75
2018-05-31,USD,1
2018-05-31,CAD,1.29
2018-05-31,AUD,1.32
2018-05-31,EUR,0.85
2018-05-31,GBP,0.75
2018-06-01,USD,1
2018-06-01,CAD,1.3
2018-06-01,AUD,1.33
2018-06-01,EUR,0.86
2018-06-01,GBP,0.75
2018-06-02,USD,1
2018-06-02,CAD,1.3
2018-06-02,AUD,1.33
2018-06-02,EUR,0.86
2018-06-02,GBP,0.75
2018-06-03,USD,1
2018-06-03,CAD,1.3
2018-06-03,AUD,1.33
2018-06-03,EUR,0.86
2018-06-03,GBP,0.75
2018-06-04,USD,1
2018-06-04,CAD,1.29
2018-06-04,AUD,1.3
2018-06-04,EUR,0.85
2018-06-04,GBP,0.75
2018-06-05,USD,1
2018-06-05,CAD,1.3
2018-06-05,AUD,1.31
2018-06-05,EUR,0.86
2018-06-05,GBP,0.75
2018-06-06,USD,1
2018-06-06,CAD,1.29
2018-06-06,AUD,1.31
2018-06-06,EUR,0.85
2018-06-06,GBP,0.75
2018-06-07,USD,1
2018-06-07,CAD,1.29
2018-06-07,AUD,1.31
2018-06-07,EUR,0.84
2018-06-07,GBP,0.74
2018-06-08,USD,1
2018-06-08,CAD,1.3
2018-06-08,AUD,1.32
2018-06-08,EUR,0.85
2018-06-08,GBP,0.75
2018-06-09,USD,1
2018-06-09,CAD,1.3
2018-06-09,AUD,1.32
2018-06-09,EUR,0.85
2018-06-09,GBP,0.75
2018-06-10,USD,1
2018-06-10,CAD,1.3
2018-06-10,AUD,1.32
2018-06-10,EUR,0.85
2018-06-10,GBP,0.75
2018-06-11,USD,1
2018-06-11,CAD,1.3
2018-06-11,AUD,1.31
2018-06-11,EUR,0.85
2018-06-11,GBP,0.75
2018-06-12,USD,1
2018-06-12,CAD,1.3
2018-06-12,AUD,1.32
2018-06-12,EUR,0.85
2018-06-12,GBP,0.75
2018-06-13,USD,1
2018-06-13,CAD,1.3
2018-06-13,AUD,1.32
2018-06-13,EUR,0.85
2018-06-13,GBP,0.75
2018-06-14,USD,1
2018-06-14,CAD,1.3
2018-06-14,AUD,1.32
2018-06-14,EUR,0.85
2018-06-14,GBP,0.75
2018-06-15,USD,1
2018-06-15,CAD,1.31
2018-06-15,AUD,1.34
2018-06-15,EUR,0.86
2018-06-15,GBP,0.75
2018-06-16,USD,1
2018-06-16,CAD,1.31
2018-06-16,AUD,1.34
2018-06-16,EUR,0.86
2018-06-16,GBP,0.75
2018-06-17,USD,1
2018-06-17,CAD,1.31
2018-06-17,AUD,1.34
2018-06-17,EUR,0.86
2018-06-17,GBP,0.75
2018-06-18,USD,1
2018-06-18,CAD,1.32
2018-06-18,AUD,1.34
2018-06-18,EUR,0.86
2018-06-18,GBP,0.75
2018-06-19,USD,1
2018-06-19,CAD,1.33
2018-06-19,AUD,1.36
2018-06-19,EUR,0.87
2018-06-19,GBP,0.76
2018-06-20,USD,1
2018-06-20,CAD,1.33
2018-06-20,AUD,1.36
2018-06-20,EUR,0.86
2018-06-20,GBP,0.76
2018-06-21,USD,1
2018-06-21,CAD,1.33
2018-06-21,AUD,1.36
2018-06-21,EUR,0.87
2018-06-21,GBP,0.76
2018-06-22,USD,1
2018-06-22,CAD,1.33
2018-06-22,AUD,1.35
2018-06-22,EUR,0.86
2018-06-22,GBP,0.75
2018-06-23,USD,1
2018-06-23,CAD,1.33
2018-06-23,AUD,1.35
2018-06-23,EUR,0.86
2018-06-23,GBP,0.75
2018-06-24,USD,1
2018-06-24,CAD,1.33
2018-06-24,AUD,1.35
2018-06-24,EUR,0.86
2018-06-24,GBP,0.75
2018-06-25,USD,1
2018-06-25,CAD,1.33
2018-06-25,AUD,1.35
2018-06-25,EUR,0.85
2018-06-25,GBP,0.75
2018-06-26,USD,1
2018-06-26,CAD,1.33
2018-06-26,AUD,1.35
2018-06-26,EUR,0.86
2018-06-26,GBP,0.76
2018-06-27,USD,1
2018-06-27,CAD,1.33
2018-06-27,AUD,1.35
2018-06-27,EUR,0.86
2018-06-27,GBP,0.76
2018-06-28,USD,1
2018-06-28,CAD,1.33
2018-06-28,AUD,1.36
2018-06-28,EUR,0.86
2018-06-28,GBP,0.76
2018-06-29,USD,1
2018-06-29,CAD,1.32
2018-06-29,AUD,1.35
2018-06-29,EUR,0.86
2018-06-29,GBP,0.76
2018-06-30,USD,1
2018-06-30,CAD,1.32
2018-06-30,AUD,1.35
2018-06-30,EUR,0.86
2018-06-30,GBP,0.76
2018-07-01,USD,1
2018-07-01,CAD,1.32
2018-07-01,AUD,1.35
2018-07-01,EUR,0.86
2018-07-01,GBP,0.76
2018-07-02,USD,1
2018-07-02,CAD,1.32
2018-07-02,AUD,1.36
2018-07-02,EUR,0.86
2018-07-02,GBP,0.76
2018-07-03,USD,1
2018-07-03,CAD,1.32
2018-07-03,AUD,1.35
2018-07-03,EUR,0.86
2018-07-03,GBP,0.76
2018-07-04,USD,1
2018-07-04,CAD,1.31
2018-07-04,AUD,1.35
2018-07-04,EUR,0.86
2018-07-04,GBP,0.76
2018-07-05,USD,1
2018-07-05,CAD,1.31
2018-07-05,AUD,1.35
2018-07-05,EUR,0.85
2018-07-05,GBP,0.75
2018-07-06,USD,1
2018-07-06,CAD,1.31
2018-07-06,AUD,1.35
2018-07-06,EUR,0.85
2018-07-06,GBP,0.76
2018-07-07,USD,1
2018-07-07,CAD,1.31
2018-07-07,AUD,1.35
2018-07-07,EUR,0.85
2018-07-07,GBP,0.76
2018-07-08,USD,1
2018-07-08,CAD,1.31
2018-07-08,AUD,1.35
2018-07-08,EUR,0.85
2018-07-08,GBP,0.76
2018-07-09,USD,1
2018-07-09,CAD,1.31
2018-07-09,AUD,1.34
2018-07-09,EUR,0.85
2018-07-09,GBP,0.75
2018-07-10,USD,1
2018-07-10,CAD,1.31
2018-07-10,AUD,1.34
2018-07-10,EUR,0.85
2018-07-10,GBP,0.75
2018-07-11,USD,1
2018-07-11,CAD,1.31
2018-07-11,AUD,1.35
2018-07-11,EUR,0.85
2018-07-11,GBP,0.75
2018-07-12,USD,1
2018-07-12,CAD,1.32
2018-07-12,AUD,1.35
2018-07-12,EUR,0.86
2018-07-12,GBP,0.76
2018-07-13,USD,1
2018-07-13,CAD,1.32
2018-07-13,AUD,1.35
2018-07-13,EUR,0.86
2018-07-13,GBP,0.76
2018-07-14,USD,1
2018-07-14,CAD,1.32
2018-07-14,AUD,1.35
2018-07-14,EUR,0.86
2018-07-14,GBP,0.76
2018-07-15,USD,1
2018-07-15,CAD,1.32
2018-07-15,AUD,1.35
2018-07-15,EUR,0.86
2018-07-15,GBP,0.76
2018-07-16,USD,1
2018-07-16,CAD,1.31
2018-07-16,AUD,1.35
2018-07-16,EUR,0.85
2018-07-16,GBP,0.75
2018-07-17,USD,1
2018-07-17,CAD,1.32
2018-07-17,AUD,1.35
2018-07-17,EUR,0.85
2018-07-17,GBP,0.76
2018-07-18,USD,1
2018-07-18,CAD,1.33
2018-07-18,AUD,1.36
2018-07-18,EUR,0.86
2018-07-18,GBP,0.77
2018-07-19,USD,1
2018-07-19,CAD,1.32
2018-07-19,AUD,1.36
2018-07-19,EUR,0.86
2018-07-19,GBP,0.77
2018-07-20,USD,1
2018-07-20,CAD,1.32
2018-07-20,AUD,1.36
2018-07-20,EUR,0.86
2018-07-20,GBP,0.77
2018-07-21,USD,1
2018-07-21,CAD,1.32
2018-07-21,AUD,1.36
2018-07-21,EUR,0.86
2018-07-21,GBP,0.77
2018-07-22,USD,1
2018-07-22,CAD,1.32
2018-07-22,AUD,1.36
2018-07-22,EUR,0.86
2018-07-22,GBP,0.77
2018-07-23,USD,1
2018-07-23,CAD,1.31
2018-07-23,AUD,1.35
2018-07-23,EUR,0.85
2018-07-23,GBP,0.76
2018-07-24,USD,1
2018-07-24,CAD,1.32
2018-07-24,AUD,1.35
2018-07-24,EUR,0.85
2018-07-24,GBP,0.76
2018-07-25,USD,1
2018-07-25,CAD,1.31
2018-07-25,AUD,1.35
2018-07-25,EUR,0.86
2018-07-25,GBP,0.76
2018-07-26,USD,1
2018-07-26,CAD,1.3
2018-07-26,AUD,1.35
2018-07-26,EUR,0.85
2018-07-26,GBP,0.76
2018-07-27,USD,1
2018-07-27,CAD,1.31
2018-07-27,AUD,1.36
2018-07-27,EUR,0.86
2018-07-27,GBP,0.76
2018-07-28,USD,1
2018-07-28,CAD,1.31
2018-07-28,AUD,1.36
2018-07-28,EUR,0.86
2018-07-28,GBP,0.76
2018-07-29,USD,1
2018-07-29,CAD,1.31
2018-07-29,AUD,1.36
2018-07-29,EUR,0.86
2018-07-29,GBP,0.76
2018-07-30,USD,1
2018-07-30,CAD,1.3
2018-07-30,AUD,1.35
2018-07-30,EUR,0.86
2018-07-30,GBP,0.76
2018-07-31,USD,1
2018-07-31,CAD,1.3
2018-07-31,AUD,1.35
2018-07-31,EUR,0.85
2018-07-31,GBP,0.76
2018-08-01,USD,1
2018-08-01,CAD,1.3
2018-08-01,AUD,1.35
2018-08-01,EUR,0.86
2018-08-01,GBP,0.76
2018-08-02,USD,1
2018-08-02,CAD,1.3
2018-08-02,AUD,1.36
2018-08-02,EUR,0.86
2018-08-02,GBP,0.77
2018-08-03,USD,1
2018-08-03,CAD,1.3
2018-08-03,AUD,1.35
2018-08-03,EUR,0.86
2018-08-03,GBP,0.77
2018-08-04,USD,1
2018-08-04,CAD,1.3
2018-08-04,AUD,1.35
2018-08-04,EUR,0.86
2018-08-04,GBP,0.77
2018-08-05,USD,1
2018-08-05,CAD,1.3
2018-08-05,AUD,1.35
2018-08-05,EUR,0.86
2018-08-05,GBP,0.77
2018-08-06,USD,1
2018-08-06,CAD,1.3
2018-08-06,AUD,1.35
2018-08-06,EUR,0.87
2018-08-06,GBP,0.77
2018-08-07,USD,1
2018-08-07,CAD,1.3
2018-08-07,AUD,1.34
2018-08-07,EUR,0.86
2018-08-07,GBP,0.77
2018-08-08,USD,1
2018-08-08,CAD,1.31
2018-08-08,AUD,1.35
2018-08-08,EUR,0.86
2018-08-08,GBP,0.78
2018-08-09,USD,1
2018-08-09,CAD,1.3
2018-08-09,AUD,1.35
2018-08-09,EUR,0.86
2018-08-09,GBP,0.78
2018-08-10,USD,1
2018-08-10,CAD,1.31
2018-08-10,AUD,1.37
2018-08-10,EUR,0.87
2018-08-10,GBP,0.78
2018-08-11,USD,1
2018-08-11,CAD,1.31
2018-08-11,AUD,1.37
2018-08-11,EUR,0.87
2018-08-11,GBP,0.78
2018-08-12,USD,1
2018-08-12,CAD,1.31
2018-08-12,AUD,1.37
2018-08-12,EUR,0.87
2018-08-12,GBP,0.78
2018-08-13,USD,1
2018-08-13,CAD,1.32
2018-08-13,AUD,1.37
2018-08-13,EUR,0.88
2018-08-13,GBP,0.78
2018-08-14,USD,1
2018-08-14,CAD,1.31
2018-08-14,AUD,1.38
2018-08-14,EUR,0.88
2018-08-14,GBP,0.78
2018-08-15,USD,1
2018-08-15,CAD,1.31
2018-08-15,AUD,1.38
2018-08-15,EUR,0.88
2018-08-15,GBP,0.79
2018-08-16,USD,1
2018-08-16,CAD,1.31
2018-08-16,AUD,1.38
2018-08-16,EUR,0.88
2018-08-16,GBP,0.79
2018-08-17,USD,1
2018-08-17,CAD,1.31
2018-08-17,AUD,1.38
2018-08-17,EUR,0.88
2018-08-17,GBP,0.79
2018-08-18,USD,1
2018-08-18,CAD,1.31
2018-08-18,AUD,1.38
2018-08-18,EUR,0.88
2018-08-18,GBP,0.79
2018-08-19,USD,1
2018-08-19,CAD,1.31
2018-08-19,AUD,1.38
2018-08-19,EUR,0.88
2018-08-19,GBP,0.79
2018-08-20,USD,1
2018-08-20,CAD,1.31
2018-08-20,AUD,1.37
2018-08-20,EUR,0.88
2018-08-20,GBP,0.78
2018-08-21,USD,1
2018-08-21,CAD,1.3
2018-08-21,AUD,1.36
2018-08-21,EUR,0.87
2018-08-21,GBP,0.78
2018-08-22,USD,1
2018-08-22,CAD,1.3
2018-08-22,AUD,1.36
2018-08-22,EUR,0.86
2018-08-22,GBP,0.77
2018-08-23,USD,1
2018-08-23,CAD,1.3
2018-08-23,AUD,1.37
2018-08-23,EUR,0.86
2018-08-23,GBP,0.78
2018-08-24,USD,1
2018-08-24,CAD,1.31
2018-08-24,AUD,1.37
2018-08-24,EUR,0.86
2018-08-24,GBP,0.78
2018-08-25,USD,1
2018-08-25,CAD,1.31
2018-08-25,AUD,1.37
2018-08-25,EUR,0.86
2018-08-25,GBP,0.78
2018-08-26,USD,1
2018-08-26,CAD,1.31
2018-08-26,AUD,1.37
2018-08-26,EUR,0.86
2018-08-26,GBP,0.78
2018-08-27,USD,1
2018-08-27,CAD,1.31
2018-08-27,AUD,1.37
2018-08-27,EUR,0.86
2018-08-27,GBP,0.78
2018-08-28,USD,1
2018-08-28,CAD,1.29
2018-08-28,AUD,1.36
2018-08-28,EUR,0.85
2018-08-28,GBP,0.77
2018-08-29,USD,1
2018-08-29,CAD,1.29
2018-08-29,AUD,1.37
2018-08-29,EUR,0.86
2018-08-29,GBP,0.78
2018-08-30,USD,1
2018-08-30,CAD,1.29
2018-08-30,AUD,1.37
2018-08-30,EUR,0.86
2018-08-30,GBP,0.77
2018-08-31,USD,1
2018-08-31,CAD,1.3
2018-08-31,AUD,1.38
2018-08-31,EUR,0.86
2018-08-31,GBP,0.77
2018-09-01,USD,1
2018-09-01,CAD,1.3
2018-09-01,AUD,1.38
2018-09-01,EUR,0.86
2018-09-01,GBP,0.77
2018-09-02,USD,1
2018-09-02,CAD,1.3
2018-09-02,AUD,1.38
2018-09-02,EUR,0.86
2018-09-02,GBP,0.77
2018-09-03,USD,1
2018-09-03,CAD,1.31
2018-09-03,AUD,1.39
2018-09-03,EUR,0.86
2018-09-03,GBP,0.78
2018-09-04,USD,1
2018-09-04,CAD,1.32
2018-09-04,AUD,1.39
2018-09-04,EUR,0.86
2018-09-04,GBP,0.78
2018-09-05,USD,1
2018-09-05,CAD,1.32
2018-09-05,AUD,1.39
2018-09-05,EUR,0.86
2018-09-05,GBP,0.78
2018-09-06,USD,1
2018-09-06,CAD,1.32
2018-09-06,AUD,1.39
2018-09-06,EUR,0.86
2018-09-06,GBP,0.77
2018-09-07,USD,1
2018-09-07,CAD,1.31
2018-09-07,AUD,1.4
2018-09-07,EUR,0.86
2018-09-07,GBP,0.77
2018-09-08,USD,1
2018-09-08,CAD,1.31
2018-09-08,AUD,1.4
2018-09-08,EUR,0.86
2018-09-08,GBP,0.77
2018-09-09,USD,1
2018-09-09,CAD,1.31
2018-09-09,AUD,1.4
2018-09-09,EUR,0.86
2018-09-09,GBP,0.77
2018-09-10,USD,1
2018-09-10,CAD,1.32
2018-09-10,AUD,1.41
2018-09-10,EUR,0.86
2018-09-10,GBP,0.77
2018-09-11,USD,1
2018-09-11,CAD,1.32
2018-09-11,AUD,1.41
2018-09-11,EUR,0.86
2018-09-11,GBP,0.77
2018-09-12,USD,1
2018-09-12,CAD,1.31
2018-09-12,AUD,1.4
2018-09-12,EUR,0.86
2018-09-12,GBP,0.77
2018-09-13,USD,1
2018-09-13,CAD,1.3
2018-09-13,AUD,1.39
2018-09-13,EUR,0.86
2018-09-13,GBP,0.77
2018-09-14,USD,1
2018-09-14,CAD,1.3
2018-09-14,AUD,1.39
2018-09-14,EUR,0.86
2018-09-14,GBP,0.76
2018-09-15,USD,1
2018-09-15,CAD,1.3
2018-09-15,AUD,1.39
2018-09-15,EUR,0.86
2018-09-15,GBP,0.76
2018-09-16,USD,1
2018-09-16,CAD,1.3
2018-09-16,AUD,1.39
2018-09-16,EUR,0.86
2018-09-16,GBP,0.76
2018-09-17,USD,1
2018-09-17,CAD,1.3
2018-09-17,AUD,1.39
2018-09-17,EUR,0.86
2018-09-17,GBP,0.76
2018-09-18,USD,1
2018-09-18,CAD,1.3
2018-09-18,AUD,1.39
2018-09-18,EUR,0.85
2018-09-18,GBP,0.76
2018-09-19,USD,1
2018-09-19,CAD,1.3
2018-09-19,AUD,1.38
2018-09-19,EUR,0.86
2018-09-19,GBP,0.76
2018-09-20,USD,1
2018-09-20,CAD,1.29
2018-09-20,AUD,1.37
2018-09-20,EUR,0.85
2018-09-20,GBP,0.75
2018-09-21,USD,1
2018-09-21,CAD,1.29
2018-09-21,AUD,1.37
2018-09-21,EUR,0.85
2018-09-21,GBP,0.76
2018-09-22,USD,1
2018-09-22,CAD,1.29
2018-09-22,AUD,1.37
2018-09-22,EUR,0.85
2018-09-22,GBP,0.76
2018-09-23,USD,1
2018-09-23,CAD,1.29
2018-09-23,AUD,1.37
2018-09-23,EUR,0.85
2018-09-23,GBP,0.76
2018-09-24,USD,1
2018-09-24,CAD,1.29
2018-09-24,AUD,1.37
2018-09-24,EUR,0.85
2018-09-24,GBP,0.76
2018-09-25,USD,1
2018-09-25,CAD,1.3
2018-09-25,AUD,1.38
2018-09-25,EUR,0.85
2018-09-25,GBP,0.76
2018-09-26,USD,1
2018-09-26,CAD,1.3
2018-09-26,AUD,1.38
2018-09-26,EUR,0.85
2018-09-26,GBP,0.76
2018-09-27,USD,1
2018-09-27,CAD,1.31
2018-09-27,AUD,1.38
2018-09-27,EUR,0.85
2018-09-27,GBP,0.76
2018-09-28,USD,1
2018-09-28,CAD,1.3
2018-09-28,AUD,1.39
2018-09-28,EUR,0.86
2018-09-28,GBP,0.77
2018-09-29,USD,1
2018-09-29,CAD,1.3
2018-09-29,AUD,1.39
2018-09-29,EUR,0.86
2018-09-29,GBP,0.77
2018-09-30,USD,1
2018-09-30,CAD,1.3
2018-09-30,AUD,1.39
2018-09-30,EUR,0.86
2018-09-30,GBP,0.77
2018-10-01,USD,1
2018-10-01,CAD,1.28
2018-10-01,AUD,1.38
2018-10-01,EUR,0.86
2018-10-01,GBP,0.77
2018-10-02,USD,1
2018-10-02,CAD,1.28
2018-10-02,AUD,1.39
2018-10-02,EUR,0.87
2018-10-02,GBP,0.77
2018-10-03,USD,1
2018-10-03,CAD,1.28
2018-10-03,AUD,1.4
2018-10-03,EUR,0.87
2018-10-03,GBP,0.77
2018-10-04,USD,1
2018-10-04,CAD,1.29
2018-10-04,AUD,1.41
2018-10-04,EUR,0.87
2018-10-04,GBP,0.77
2018-10-05,USD,1
2018-10-05,CAD,1.29
2018-10-05,AUD,1.41
2018-10-05,EUR,0.87
2018-10-05,GBP,0.77
2018-10-06,USD,1
2018-10-06,CAD,1.29
2018-10-06,AUD,1.41
2018-10-06,EUR,0.87
2018-10-06,GBP,0.77
2018-10-07,USD,1
2018-10-07,CAD,1.29
2018-10-07,AUD,1.41
2018-10-07,EUR,0.87
2018-10-07,GBP,0.77
2018-10-08,USD,1
2018-10-08,CAD,1.3
2018-10-08,AUD,1.42
2018-10-08,EUR,0.87
2018-10-08,GBP,0.77
2018-10-09,USD,1
2018-10-09,CAD,1.3
2018-10-09,AUD,1.42
2018-10-09,EUR,0.87
2018-10-09,GBP,0.77
2018-10-10,USD,1
2018-10-10,CAD,1.3
2018-10-10,AUD,1.41
2018-10-10,EUR,0.87
2018-10-10,GBP,0.76
2018-10-11,USD,1
2018-10-11,CAD,1.3
2018-10-11,AUD,1.41
2018-10-11,EUR,0.86
2018-10-11,GBP,0.76
2018-10-12,USD,1
2018-10-12,CAD,1.3
2018-10-12,AUD,1.4
2018-10-12,EUR,0.86
2018-10-12,GBP,0.76
